head	relation	tail	weight
Protein:P19429	-observed_in->	PMID:34167318	0.7
Protein:P19429	-observed_in->	PMID:24358229	0.85
Protein:P19429	-observed_in->	PMID:23936451	0.7
Protein:P19429	-observed_in->	PMID:34598676	0.7
Protein:P19429	-observed_in->	PMID:24053180	0.7
Protein:P19429	-observed_in->	PMID:24618063	0.85
Protein:P19429	-observed_in->	PMID:29360865	0.7
Protein:P19429	-observed_in->	PMID:29206727	0.9
Protein:P19429	-observed_in->	PMID:32341788	0.7
Protein:P12814	-observed_in->	PMID:23743182	0.7
Protein:P35212	-observed_in->	PMID:31580250	0.925
Protein:P35212	-observed_in->	PMID:26588185	0.9571428571428572
Protein:P35212	-observed_in->	PMID:24773516	0.94
Protein:P35212	-observed_in->	PMID:16677656	0.94
Protein:P35212	-observed_in->	PMID:24261225	0.925
Protein:P29474	-observed_in->	PMID:24261225	0.9
Protein:P35212	-observed_in->	PMID:29351227	0.85
Protein:P35212	-observed_in->	PMID:15982495	0.94
Protein:P35212	-observed_in->	PMID:28969560	0.94
Protein:P35212	-observed_in->	PMID:24937033	0.85
Protein:P35212	-observed_in->	PMID:23724624	0.9666666666666668
Protein:P22460	-observed_in->	PMID:30939909	0.85
Protein:P21817	-observed_in->	PMID:23953820	0.94
Protein:P21817	-observed_in->	PMID:9461216	0.85
Protein:Q92736	-observed_in->	PMID:9461216	0.7
Protein:P21817	-observed_in->	PMID:17504518	0.85
Protein:P21817	-observed_in->	PMID:11807805	0.9
Protein:Q92736	-observed_in->	PMID:11807805	0.9625
Protein:P21817	-observed_in->	PMID:11907581	0.85
Protein:Q92736	-observed_in->	PMID:11907581	0.7
Protein:P21817	-observed_in->	PMID:11159936	0.85
Protein:Q92736	-observed_in->	PMID:11159936	0.925
Protein:P21817	-observed_in->	PMID:18212565	0.85
Protein:P41180	-observed_in->	PMID:32020855	0.85
Protein:P56539	-observed_in->	PMID:19584897	0.9666666666666668
Protein:P56539	-observed_in->	PMID:25912591	0.95
Protein:P56539	-observed_in->	PMID:28009721	0.85
Protein:P56539	-observed_in->	PMID:15725944	0.97
Protein:P56539	-observed_in->	PMID:29159800	0.85
Protein:Q03135	-observed_in->	PMID:29159800	0.85
Protein:P56539	-observed_in->	PMID:18054955	0.94
Protein:P56539	-observed_in->	PMID:17556197	0.7
Protein:P56539	-observed_in->	PMID:28648120	0.85
Protein:P56539	-observed_in->	PMID:12829176	0.925
Protein:Q03135	-observed_in->	PMID:12829176	0.94
Protein:P56539	-observed_in->	PMID:18936328	0.9
Protein:P56539	-observed_in->	PMID:19773168	0.9
Protein:P56539	-observed_in->	PMID:29326130	0.7
Protein:P56539	-observed_in->	PMID:29486470	0.85
Protein:P56539	-observed_in->	PMID:17060028	0.85
Protein:Q03135	-observed_in->	PMID:17060028	0.95
Protein:P56539	-observed_in->	PMID:32387251	0.85
Protein:P56539	-observed_in->	PMID:12138167	0.85
Protein:A0A075B6G3	-observed_in->	PMID:12138167	0.85
Protein:P11532	-observed_in->	PMID:12138167	0.85
Protein:P56539	-observed_in->	PMID:31961720	0.85
Protein:P56539	-observed_in->	PMID:14645200	0.94
Protein:P29474	-observed_in->	PMID:14645200	0.95
Protein:P56539	-observed_in->	PMID:33228026	0.94
Protein:P56539	-observed_in->	PMID:30786093	0.9
Protein:P56539	-observed_in->	PMID:29473235	0.7
Protein:P56539	-observed_in->	PMID:10386585	0.9727272727272728
Protein:P56539	-observed_in->	PMID:24345421	0.85
Protein:P56539	-observed_in->	PMID:33132099	0.9666666666666668
Protein:P14780	-observed_in->	PMID:33132099	0.85
Protein:P56539	-observed_in->	PMID:23615214	0.9
Protein:P29474	-observed_in->	PMID:23615214	0.925
Protein:P56539	-observed_in->	PMID:29438664	0.85
Protein:P56539	-observed_in->	PMID:26191152	0.85
Protein:P29474	-observed_in->	PMID:26191152	0.9625
Protein:P56539	-observed_in->	PMID:26170457	0.85
Protein:P56539	-observed_in->	PMID:19889795	0.7
Protein:P29474	-observed_in->	PMID:19889795	0.925
Protein:A0A075B6G3	-observed_in->	PMID:19889795	0.9
Protein:P11532	-observed_in->	PMID:19889795	0.9
Protein:P56539	-observed_in->	PMID:26718505	0.85
Protein:P56539	-observed_in->	PMID:18253147	0.85
Protein:P56539	-observed_in->	PMID:20418694	0.9571428571428572
Protein:Q03135	-observed_in->	PMID:20418694	0.94
Protein:P56539	-observed_in->	PMID:12003841	0.925
Protein:P29474	-observed_in->	PMID:12003841	0.9727272727272728
Protein:P56539	-observed_in->	PMID:18552160	0.85
Protein:P56539	-observed_in->	PMID:25131918	0.7
Protein:P56539	-observed_in->	PMID:23541953	0.85
Protein:P56539	-observed_in->	PMID:17009742	0.7
Protein:P56539	-observed_in->	PMID:11530104	0.925
Protein:Q03135	-observed_in->	PMID:11530104	0.7
Protein:P56539	-observed_in->	PMID:27707689	0.85
Protein:P56539	-observed_in->	PMID:21362533	0.9727272727272728
Protein:Q03135	-observed_in->	PMID:21362533	0.85
Protein:P56539	-observed_in->	PMID:34980172	0.7
Protein:P56539	-observed_in->	PMID:30028203	0.85
Protein:P56539	-observed_in->	PMID:28498861	0.7
Protein:P56539	-observed_in->	PMID:27649573	0.9571428571428572
Protein:P56539	-observed_in->	PMID:32692723	0.95
Protein:Q13424	-observed_in->	PMID:19684871	0.7
Protein:Q13424	-observed_in->	PMID:23263165	0.7
Protein:A0A075B6G3	-observed_in->	PMID:23263165	0.85
Protein:P11532	-observed_in->	PMID:23263165	0.85
Protein:Q9BR39	-observed_in->	PMID:17476457	0.7
Protein:Q9BR39	-observed_in->	PMID:31478477	0.85
Protein:Q9BR39	-observed_in->	PMID:15541368	0.94
Protein:P56539	-observed_in->	PMID:15541368	0.7
Protein:P26678	-observed_in->	PMID:23939481	0.7
Protein:P26678	-observed_in->	PMID:7554123	0.7
Protein:P26678	-observed_in->	PMID:23090087	0.85
Protein:P26678	-observed_in->	PMID:27145010	0.7
Protein:P26678	-observed_in->	PMID:18838385	0.7
Protein:P26678	-observed_in->	PMID:25795713	0.7
Protein:P21817	-observed_in->	PMID:12629052	0.9666666666666668
Protein:P21817	-observed_in->	PMID:22891308	0.9
Protein:P21817	-observed_in->	PMID:19541610	0.925
Protein:Q9HDC5	-observed_in->	PMID:24636942	0.7
Protein:Q9BR39	-observed_in->	PMID:24636942	0.7
Protein:Q9HDC5	-observed_in->	PMID:19383796	0.7
Protein:Q92736	-observed_in->	PMID:19383796	0.925
Protein:Q13061	-observed_in->	PMID:19383796	0.94
Protein:P05067	-observed_in->	PMID:20214328	0.925
Protein:P05067	-observed_in->	PMID:29435997	0.9625
Protein:P27797	-observed_in->	PMID:24096202	0.7
Protein:P27797	-observed_in->	PMID:1285896	0.7
Protein:P19634	-observed_in->	PMID:27633736	0.7
Protein:P19634	-observed_in->	PMID:7736496	0.85
Protein:P19634	-observed_in->	PMID:7736499	0.7
Protein:P19634	-observed_in->	PMID:16382293	0.85
Protein:P19634	-observed_in->	PMID:19318234	0.94
Protein:P19634	-observed_in->	PMID:17189690	0.94
Protein:P19634	-observed_in->	PMID:28727929	0.85
Protein:A0A075B6G3	-observed_in->	PMID:28727929	0.925
Protein:P11532	-observed_in->	PMID:28727929	0.925
Protein:P19634	-observed_in->	PMID:14563708	0.7
Protein:P19634	-observed_in->	PMID:12223070	0.9625
Protein:P19634	-observed_in->	PMID:14684366	0.9
Protein:P19634	-observed_in->	PMID:12595915	0.9571428571428572
Protein:P19634	-observed_in->	PMID:16516883	0.85
Protein:P19634	-observed_in->	PMID:12607715	0.7
Protein:P19634	-observed_in->	PMID:16520740	0.85
Protein:P19634	-observed_in->	PMID:11959803	0.925
Protein:P19634	-observed_in->	PMID:21256459	0.85
Protein:P19634	-observed_in->	PMID:31595734	0.925
Protein:P19634	-observed_in->	PMID:18493245	0.94
Protein:P19634	-observed_in->	PMID:14610099	0.9625
Protein:P19634	-observed_in->	PMID:15276026	0.97
Protein:P19634	-observed_in->	PMID:21484437	0.7
Protein:P19634	-observed_in->	PMID:15621036	0.94
Protein:P19634	-observed_in->	PMID:11565667	0.9571428571428572
Protein:P19634	-observed_in->	PMID:17339532	0.9625
Protein:P19634	-observed_in->	PMID:16151439	0.94
Protein:P19634	-observed_in->	PMID:16563257	0.925
Protein:P19634	-observed_in->	PMID:9655858	0.9
Protein:P19634	-observed_in->	PMID:9659815	0.85
Protein:P19634	-observed_in->	PMID:15792786	0.85
Protein:P19634	-observed_in->	PMID:15124905	0.7
Protein:P19634	-observed_in->	PMID:18355507	0.85
Protein:P19634	-observed_in->	PMID:15808834	0.9666666666666668
Protein:P19634	-observed_in->	PMID:22366089	0.925
Protein:P19634	-observed_in->	PMID:12847399	0.9
Protein:P19634	-observed_in->	PMID:10604890	0.9571428571428572
Protein:P19634	-observed_in->	PMID:11709405	0.7
Protein:P19634	-observed_in->	PMID:26211649	0.9571428571428572
Protein:P19634	-observed_in->	PMID:7760389	0.95
Protein:P19634	-observed_in->	PMID:16472174	0.95
Protein:P19634	-observed_in->	PMID:23429008	0.9625
Protein:P19634	-observed_in->	PMID:20886221	0.95
Protein:P19634	-observed_in->	PMID:12034148	0.925
Protein:P19634	-observed_in->	PMID:18508719	0.85
Protein:P19634	-observed_in->	PMID:9405190	0.7
Protein:P19634	-observed_in->	PMID:16027001	0.7
Protein:P19634	-observed_in->	PMID:21325817	0.9666666666666668
Protein:P19634	-observed_in->	PMID:21301862	0.7
Protein:P19634	-observed_in->	PMID:10836732	0.94
Protein:P19634	-observed_in->	PMID:15828827	0.9
Protein:P19634	-observed_in->	PMID:16686669	0.85
Protein:P19634	-observed_in->	PMID:16679399	0.925
Protein:P19634	-observed_in->	PMID:24858370	0.7
Protein:P29474	-observed_in->	PMID:24858370	0.9
Protein:P19634	-observed_in->	PMID:17724433	0.95
Protein:P19634	-observed_in->	PMID:9191501	0.85
Protein:P19634	-observed_in->	PMID:16916522	0.9571428571428572
Protein:P19634	-observed_in->	PMID:10484421	0.9571428571428572
Protein:P19634	-observed_in->	PMID:18006455	0.925
Protein:P19634	-observed_in->	PMID:11447092	0.9
Protein:P19634	-observed_in->	PMID:11454907	0.9
Protein:P19634	-observed_in->	PMID:29177025	0.7
Protein:P19634	-observed_in->	PMID:35510669	0.925
Protein:P19634	-observed_in->	PMID:10822064	0.95
Protein:P19634	-observed_in->	PMID:19853351	0.7
Protein:P19634	-observed_in->	PMID:12665493	0.9
Protein:P19634	-observed_in->	PMID:11704395	0.85
Protein:P19634	-observed_in->	PMID:35753619	0.9625
Protein:P19634	-observed_in->	PMID:17521294	0.7
Protein:P19634	-observed_in->	PMID:9764718	0.7
Protein:P19634	-observed_in->	PMID:25216745	0.97
Protein:P19634	-observed_in->	PMID:31633225	0.7
Protein:P19634	-observed_in->	PMID:19111554	0.925
Protein:P19634	-observed_in->	PMID:10482174	0.9
Protein:P19634	-observed_in->	PMID:20971938	0.94
Protein:P19634	-observed_in->	PMID:19234092	0.85
Protein:P19634	-observed_in->	PMID:11322861	0.94
Protein:P19634	-observed_in->	PMID:11374139	0.7
Protein:P19634	-observed_in->	PMID:19201189	0.9
Protein:P19634	-observed_in->	PMID:18806604	0.7
Protein:P19634	-observed_in->	PMID:15559784	0.925
Protein:P19634	-observed_in->	PMID:14718258	0.9
Protein:P19634	-observed_in->	PMID:26291649	0.94
Protein:P19634	-observed_in->	PMID:11034948	0.7
Protein:P19634	-observed_in->	PMID:19179646	0.9571428571428572
Protein:P19634	-observed_in->	PMID:19687166	0.95
Protein:P19634	-observed_in->	PMID:15897921	0.925
Protein:P19634	-observed_in->	PMID:15901744	0.7
Protein:P19634	-observed_in->	PMID:15245573	0.9
Protein:P19634	-observed_in->	PMID:22588937	0.925
Protein:P19634	-observed_in->	PMID:15522283	0.85
Protein:P19634	-observed_in->	PMID:11259552	0.9
Protein:P19634	-observed_in->	PMID:21865440	0.94
Protein:P19634	-observed_in->	PMID:21870055	0.9625
Protein:P19634	-observed_in->	PMID:12574110	0.85
Protein:P19634	-observed_in->	PMID:21856903	0.95
Protein:P26678	-observed_in->	PMID:21856903	0.85
Protein:P19634	-observed_in->	PMID:27207969	0.85
Protein:P19634	-observed_in->	PMID:12578812	0.94
Protein:P19634	-observed_in->	PMID:11419902	0.925
Protein:P19634	-observed_in->	PMID:21826523	0.7
Protein:P19634	-observed_in->	PMID:16216978	0.94
Protein:P19634	-observed_in->	PMID:11009442	0.9571428571428572
Protein:P19634	-observed_in->	PMID:11158973	0.9
Protein:P19634	-observed_in->	PMID:17944021	0.85
Protein:P19634	-observed_in->	PMID:17612638	0.9571428571428572
Protein:P19634	-observed_in->	PMID:10591025	0.925
Protein:P19634	-observed_in->	PMID:18855635	0.85
Protein:P19634	-observed_in->	PMID:11514295	0.85
Protein:P19634	-observed_in->	PMID:11524041	0.95
Protein:P19634	-observed_in->	PMID:11518188	0.94
Protein:P19634	-observed_in->	PMID:27374118	0.9571428571428572
Protein:P19634	-observed_in->	PMID:16859700	0.95
Protein:P19634	-observed_in->	PMID:15674430	0.925
Protein:P19634	-observed_in->	PMID:20803128	0.7
Protein:P29474	-observed_in->	PMID:20803128	0.7
Protein:P19634	-observed_in->	PMID:21072772	0.85
Protein:P19634	-observed_in->	PMID:18329039	0.9571428571428572
Protein:P19634	-observed_in->	PMID:11922896	0.85
Protein:P19634	-observed_in->	PMID:11940795	0.925
Protein:P19634	-observed_in->	PMID:33452978	0.7
Protein:P19634	-observed_in->	PMID:12498901	0.9666666666666668
Protein:P19634	-observed_in->	PMID:9546634	0.7
Protein:P19634	-observed_in->	PMID:24336011	0.7
Protein:P19634	-observed_in->	PMID:24327206	0.94
Protein:P19634	-observed_in->	PMID:15914000	0.9
Protein:P19634	-observed_in->	PMID:14504689	0.9727272727272728
Protein:P19634	-observed_in->	PMID:11192365	0.85
Protein:P19634	-observed_in->	PMID:23909633	0.85
Protein:P19634	-observed_in->	PMID:35303888	0.7
Protein:P21817	-observed_in->	PMID:10768628	0.7
Protein:Q01484	-observed_in->	PMID:29658562	0.7
Protein:Q13586	-observed_in->	PMID:22108056	0.7
Protein:Q13586	-observed_in->	PMID:29611835	0.7
Protein:Q13586	-observed_in->	PMID:19715666	0.7
Protein:Q13586	-observed_in->	PMID:29807359	0.7
Protein:Q13586	-observed_in->	PMID:26916731	0.7
Protein:Q13586	-observed_in->	PMID:32014794	0.7
Protein:Q13586	-observed_in->	PMID:25998729	0.7
Protein:Q13586	-observed_in->	PMID:27470514	0.7
Protein:Q13586	-observed_in->	PMID:31726860	0.85
Protein:Q13586	-observed_in->	PMID:21810664	0.85
Protein:Q16623	-observed_in->	PMID:9763659	0.925
Protein:Q16623	-observed_in->	PMID:10874638	0.7
Protein:Q16623	-observed_in->	PMID:9311751	0.7
Protein:Q16623	-observed_in->	PMID:10644452	0.85
Protein:Q16623	-observed_in->	PMID:20422020	0.7
Protein:P14780	-observed_in->	PMID:12205736	0.9571428571428572
Protein:Q99828	-observed_in->	PMID:29931050	0.9727272727272728
Protein:Q99828	-observed_in->	PMID:34349085	0.85
Protein:P19634	-observed_in->	PMID:18991669	0.7
Protein:P19634	-observed_in->	PMID:14671554	0.7
Protein:P19634	-observed_in->	PMID:18606904	0.7
Protein:P19634	-observed_in->	PMID:15798704	0.7
Protein:P19634	-observed_in->	PMID:23055051	0.7
Protein:P19634	-observed_in->	PMID:26130615	0.7
Protein:P19634	-observed_in->	PMID:25139834	0.7
Protein:P68106	-observed_in->	PMID:9782077	0.7
Protein:P41180	-observed_in->	PMID:20409080	0.97
Protein:P41180	-observed_in->	PMID:22137362	0.94
Protein:P41180	-observed_in->	PMID:25063217	0.9666666666666668
Protein:P14780	-observed_in->	PMID:25063217	0.85
Protein:P41180	-observed_in->	PMID:26159880	0.94
Protein:P41180	-observed_in->	PMID:22730443	0.95
Protein:P41180	-observed_in->	PMID:20833954	0.9571428571428572
Protein:P41180	-observed_in->	PMID:32224080	0.95
Protein:P41180	-observed_in->	PMID:28597792	0.9
Protein:P41180	-observed_in->	PMID:25186837	0.85
Protein:P41180	-observed_in->	PMID:30769016	0.9571428571428572
Protein:P41180	-observed_in->	PMID:31257458	0.9571428571428572
Protein:P41180	-observed_in->	PMID:31257811	0.94
Protein:P45379	-observed_in->	PMID:31257811	0.7
Protein:P41180	-observed_in->	PMID:26538090	0.9625
Protein:P41180	-observed_in->	PMID:24089267	0.9
Protein:P41180	-observed_in->	PMID:31774703	0.7
Protein:P41180	-observed_in->	PMID:28281186	0.9571428571428572
Protein:P45379	-observed_in->	PMID:28281186	0.7
Protein:P41180	-observed_in->	PMID:32503406	0.9
Protein:P41180	-observed_in->	PMID:19432691	0.9
Protein:P41180	-observed_in->	PMID:18295598	0.9571428571428572
Protein:P41180	-observed_in->	PMID:33527497	0.95
Protein:P41180	-observed_in->	PMID:27563892	0.9571428571428572
Protein:P41180	-observed_in->	PMID:29568770	0.7
Protein:P41180	-observed_in->	PMID:33043596	0.85
Protein:P41180	-observed_in->	PMID:33505580	0.97
Protein:P41180	-observed_in->	PMID:32234613	0.95
Protein:P41180	-observed_in->	PMID:29662310	0.7
Protein:P41180	-observed_in->	PMID:21488219	0.95
Protein:P41180	-observed_in->	PMID:22527939	0.9571428571428572
Protein:P45379	-observed_in->	PMID:22527939	0.85
Protein:P41180	-observed_in->	PMID:27176663	0.9666666666666668
Protein:P41180	-observed_in->	PMID:30030530	0.7
Protein:P41180	-observed_in->	PMID:31167987	0.7
Protein:P41180	-observed_in->	PMID:31173208	0.9571428571428572
Protein:P41180	-observed_in->	PMID:25967877	0.95
Protein:P14780	-observed_in->	PMID:25967877	0.7
Protein:P41180	-observed_in->	PMID:25969391	0.95
Protein:P41180	-observed_in->	PMID:18455448	0.9666666666666668
Protein:P41180	-observed_in->	PMID:24903972	0.7
Protein:P41180	-observed_in->	PMID:30320381	0.95
Protein:P41180	-observed_in->	PMID:21766206	0.94
Protein:P41180	-observed_in->	PMID:25439505	0.85
Protein:P41180	-observed_in->	PMID:26016235	0.925
Protein:P41180	-observed_in->	PMID:25134967	0.9625
Protein:P35609	-observed_in->	PMID:11699871	0.85
Protein:P35609	-observed_in->	PMID:22796357	0.7
Protein:P35609	-observed_in->	PMID:14567970	0.925
Protein:A0A075B6G3	-observed_in->	PMID:14567970	0.7
Protein:P11532	-observed_in->	PMID:14567970	0.7
Protein:P35609	-observed_in->	PMID:15489953	0.7
Protein:P35609	-observed_in->	PMID:20022194	0.85
Protein:P35609	-observed_in->	PMID:34802252	0.85
Protein:P35609	-observed_in->	PMID:11078270	0.7
Protein:P35609	-observed_in->	PMID:25224718	0.7
Protein:Q12791	-observed_in->	PMID:29040972	0.95
Protein:Q12791	-observed_in->	PMID:26049174	0.94
Protein:Q12791	-observed_in->	PMID:16113069	0.7
Protein:Q12791	-observed_in->	PMID:16293791	0.85
Protein:Q12791	-observed_in->	PMID:20357072	0.9
Protein:Q12791	-observed_in->	PMID:27574914	0.9625
Protein:Q12791	-observed_in->	PMID:18758135	0.7
Protein:Q12791	-observed_in->	PMID:18762970	0.95
Protein:Q12791	-observed_in->	PMID:29850792	0.975
Protein:Q12791	-observed_in->	PMID:22610171	0.85
Protein:Q12791	-observed_in->	PMID:23325318	0.9
Protein:Q12791	-observed_in->	PMID:11509535	0.95
Protein:Q12791	-observed_in->	PMID:24497961	0.7
Protein:P29474	-observed_in->	PMID:26264742	0.85
Protein:P29474	-observed_in->	PMID:19616003	0.85
Protein:P29474	-observed_in->	PMID:19618122	0.85
Protein:P29474	-observed_in->	PMID:19618598	0.7
Protein:P29474	-observed_in->	PMID:26279254	0.9
Protein:P29474	-observed_in->	PMID:19132956	0.925
Protein:P29474	-observed_in->	PMID:16387168	0.9
Protein:P29474	-observed_in->	PMID:16397145	0.925
Protein:P56539	-observed_in->	PMID:16397145	0.85
Protein:P29474	-observed_in->	PMID:19574729	0.94
Protein:P29474	-observed_in->	PMID:26259139	0.94
Protein:P29474	-observed_in->	PMID:31062698	0.85
Protein:P29474	-observed_in->	PMID:19596829	0.85
Protein:P29474	-observed_in->	PMID:19931521	0.7
Protein:P29474	-observed_in->	PMID:33610591	0.85
Protein:P29474	-observed_in->	PMID:25923462	0.7
Protein:P29474	-observed_in->	PMID:25924621	0.85
Protein:P29474	-observed_in->	PMID:25931318	0.925
Protein:P29474	-observed_in->	PMID:25931788	0.85
Protein:P29474	-observed_in->	PMID:25911613	0.95
Protein:P29474	-observed_in->	PMID:25935623	0.7
Protein:P29474	-observed_in->	PMID:25917853	0.925
Protein:P29474	-observed_in->	PMID:31940052	0.9
Protein:P29474	-observed_in->	PMID:19904215	0.925
Protein:P29474	-observed_in->	PMID:19908164	0.97
Protein:P29474	-observed_in->	PMID:31073986	0.9
Protein:P29474	-observed_in->	PMID:32037480	0.7
Protein:P29474	-observed_in->	PMID:32048260	0.7
Protein:P29474	-observed_in->	PMID:32048631	0.7
Protein:P29474	-observed_in->	PMID:19148342	0.9
Protein:P29474	-observed_in->	PMID:19151258	0.9
Protein:P29474	-observed_in->	PMID:19151844	0.7
Protein:P29474	-observed_in->	PMID:20153335	0.98125
Protein:P29474	-observed_in->	PMID:20154403	0.925
Protein:P29474	-observed_in->	PMID:20404054	0.9
Protein:P29474	-observed_in->	PMID:20147609	0.9
Protein:P29474	-observed_in->	PMID:18279468	0.7
Protein:P29474	-observed_in->	PMID:18269824	0.9571428571428572
Protein:P29474	-observed_in->	PMID:18257270	0.9
Protein:P29474	-observed_in->	PMID:18259008	0.9
Protein:Q03135	-observed_in->	PMID:18259008	0.85
Protein:P29474	-observed_in->	PMID:17081366	0.85
Protein:P29474	-observed_in->	PMID:17087779	0.9
Protein:P29474	-observed_in->	PMID:28011587	0.85
Protein:P29474	-observed_in->	PMID:28002238	0.94
Protein:Q03135	-observed_in->	PMID:28002238	0.85
Protein:P29474	-observed_in->	PMID:28029743	0.9
Protein:P29474	-observed_in->	PMID:20138279	0.85
Protein:P29474	-observed_in->	PMID:30608180	0.94
Protein:P29474	-observed_in->	PMID:30597772	0.925
Protein:P29474	-observed_in->	PMID:22867714	0.7
Protein:P29474	-observed_in->	PMID:15207938	0.7
Protein:P29474	-observed_in->	PMID:22882904	0.7
Protein:P29474	-observed_in->	PMID:15217805	0.9
Protein:P29474	-observed_in->	PMID:27492365	0.85
Protein:P29474	-observed_in->	PMID:27488087	0.7
Protein:P29474	-observed_in->	PMID:30308197	0.95
Protein:P29474	-observed_in->	PMID:30302809	0.9
Protein:P29474	-observed_in->	PMID:30300044	0.9
Protein:P29474	-observed_in->	PMID:33825404	0.94
Protein:P29474	-observed_in->	PMID:33839492	0.9
Protein:P29474	-observed_in->	PMID:16373904	0.85
Protein:P29474	-observed_in->	PMID:9737779	0.9
Protein:P29474	-observed_in->	PMID:9740620	0.925
Protein:P29474	-observed_in->	PMID:16380094	0.7
Protein:Q03135	-observed_in->	PMID:16380094	0.94
Protein:P29474	-observed_in->	PMID:30284143	0.7
Protein:P29474	-observed_in->	PMID:12969888	0.9833333333333332
Protein:P29474	-observed_in->	PMID:22402736	0.85
Protein:P29474	-observed_in->	PMID:22417945	0.925
Protein:P29474	-observed_in->	PMID:22411971	0.9
Protein:P29474	-observed_in->	PMID:19353524	0.9769230769230768
Protein:P29474	-observed_in->	PMID:19345314	0.94
Protein:P29474	-observed_in->	PMID:19347742	0.94
Protein:P29474	-observed_in->	PMID:22858618	0.94
Protein:P29474	-observed_in->	PMID:32705232	0.925
Protein:P29474	-observed_in->	PMID:32689581	0.7
Protein:P29474	-observed_in->	PMID:23770231	0.9625
Protein:P29474	-observed_in->	PMID:26674286	0.85
Protein:P29474	-observed_in->	PMID:23774658	0.9571428571428572
Protein:P29474	-observed_in->	PMID:21396997	0.85
Protein:P29474	-observed_in->	PMID:21402077	0.7
Protein:P29474	-observed_in->	PMID:23771713	0.95
Protein:P29474	-observed_in->	PMID:23918902	0.925
Protein:P29474	-observed_in->	PMID:26656861	0.925
Protein:P29474	-observed_in->	PMID:26661577	0.9
Protein:P29474	-observed_in->	PMID:26662450	0.9625
Protein:P29474	-observed_in->	PMID:26234646	0.9
Protein:P29474	-observed_in->	PMID:26229002	0.9
Protein:P14780	-observed_in->	PMID:26229002	0.7
Protein:P29474	-observed_in->	PMID:25870184	0.7
Protein:P29474	-observed_in->	PMID:26256966	0.95
Protein:P29474	-observed_in->	PMID:25323945	0.925
Protein:P29474	-observed_in->	PMID:25326578	0.9
Protein:P29474	-observed_in->	PMID:25317813	0.925
Protein:P29474	-observed_in->	PMID:12547729	0.85
Protein:P29474	-observed_in->	PMID:23282208	0.7
Protein:P29474	-observed_in->	PMID:23302467	0.9
Protein:P29474	-observed_in->	PMID:22624839	0.9
Protein:P29474	-observed_in->	PMID:22652602	0.94
Protein:P29474	-observed_in->	PMID:22659627	0.975
Protein:P29474	-observed_in->	PMID:27020807	0.9
Protein:P29474	-observed_in->	PMID:27010893	0.94
Protein:P29474	-observed_in->	PMID:10945953	0.9625
Protein:P29474	-observed_in->	PMID:24827774	0.94
Protein:P29474	-observed_in->	PMID:31926035	0.7
Protein:P45379	-observed_in->	PMID:31926035	0.7
Protein:P29474	-observed_in->	PMID:31915323	0.85
Protein:P29474	-observed_in->	PMID:17188708	0.7
Protein:P29474	-observed_in->	PMID:26045476	0.85
Protein:P29474	-observed_in->	PMID:17416607	0.925
Protein:P29474	-observed_in->	PMID:17413034	0.7
Protein:P29474	-observed_in->	PMID:12732383	0.85
Protein:P29474	-observed_in->	PMID:15454853	0.9
Protein:P29474	-observed_in->	PMID:24837433	0.9
Protein:P29474	-observed_in->	PMID:17174322	0.7
Protein:P29474	-observed_in->	PMID:24835217	0.7
Protein:P56539	-observed_in->	PMID:24835217	0.85
Protein:P29474	-observed_in->	PMID:24835346	0.9
Protein:P29474	-observed_in->	PMID:20547537	0.85
Protein:P29474	-observed_in->	PMID:20553277	0.95
Protein:P29474	-observed_in->	PMID:16820570	0.975
Protein:P29474	-observed_in->	PMID:16818212	0.9571428571428572
Protein:P29474	-observed_in->	PMID:15191402	0.85
Protein:P29474	-observed_in->	PMID:15191702	0.85
Protein:P29474	-observed_in->	PMID:15178564	0.85
Protein:P29474	-observed_in->	PMID:21168472	0.7
Protein:P29474	-observed_in->	PMID:21168897	0.7
Protein:P29474	-observed_in->	PMID:24197586	0.95
Protein:P29474	-observed_in->	PMID:24177336	0.9
Protein:P29474	-observed_in->	PMID:16796841	0.925
Protein:P29474	-observed_in->	PMID:29464522	0.7
Protein:P29474	-observed_in->	PMID:29479012	0.85
Protein:P29474	-observed_in->	PMID:16804086	0.925
Protein:P29474	-observed_in->	PMID:16828577	0.7
Protein:P29474	-observed_in->	PMID:14522420	0.925
Protein:P29474	-observed_in->	PMID:14522499	0.94
Protein:P29474	-observed_in->	PMID:16842798	0.925
Protein:P29474	-observed_in->	PMID:16842840	0.9727272727272728
Protein:P29474	-observed_in->	PMID:16844920	0.94
Protein:P29474	-observed_in->	PMID:14553830	0.94
Protein:P29474	-observed_in->	PMID:14560036	0.9
Protein:P29474	-observed_in->	PMID:14551060	0.85
Protein:P29474	-observed_in->	PMID:21347618	0.85
Protein:P29474	-observed_in->	PMID:16806535	0.7
Protein:P29474	-observed_in->	PMID:16806727	0.7
Protein:P29474	-observed_in->	PMID:21338613	0.9
Protein:P29474	-observed_in->	PMID:33781449	0.94
Protein:P29474	-observed_in->	PMID:20729402	0.9
Protein:P29474	-observed_in->	PMID:20722474	0.85
Protein:P29474	-observed_in->	PMID:20724124	0.925
Protein:P29474	-observed_in->	PMID:20717937	0.85
Protein:P29474	-observed_in->	PMID:28337882	0.925
Protein:P29474	-observed_in->	PMID:28335043	0.7
Protein:P29474	-observed_in->	PMID:28329231	0.7
Protein:P29474	-observed_in->	PMID:19021146	0.7
